iteration,env_steps,ep_return,ep_length,success_rate,success_rate_rolling,entropy,policy_loss,value_loss,approx_kl,sps,tx_per_agent_step,messages_per_agent_step,timeout_rate_rolling,human_death_rate,false_complete_rate,cover_under_threat,objective_dist_under_threat,comp_time,comp_compliance,comp_report,comp_command,comp_combat,comp_terminal
919,941056,6.7508,375.0,0.0,0.0,1.200233,-0.000437,0.113179,0.001662,996,0.07944,0.07371,1.0,0.0,0.0,,,-0.01,0.02718,-0.0006,0.00337,-0.00039,0.0
920,942080,7.57135,375.0,0.0,0.0,1.239425,-0.002827,0.179643,0.002494,1066,0.06471,0.06654,1.0,0.0,0.0,,,-0.01,0.02706,-0.00041,0.00368,4e-05,0.0
921,943104,7.55224,375.0,0.0,0.0,1.196669,-0.021802,0.064203,0.003484,1015,0.0538,0.05602,1.0,0.0,0.0,,,-0.01,0.02968,-0.00013,0.00377,0.00083,0.0
922,944128,3.90938,375.0,0.0,0.0,1.197769,-0.0011,0.085848,0.001279,933,0.0513,0.0465,1.0,0.0,0.0,,,-0.01,0.02972,-1e-05,0.00338,0.00072,0.0
923,945152,10.39085,375.0,0.0,0.0,1.121353,-0.053006,0.11793,0.002858,966,0.04236,0.0416,1.0,0.0,0.0,,,-0.01,0.03157,2e-05,0.00393,-0.00105,0.0
924,946176,8.17116,375.0,0.0,0.0,1.202439,-0.002851,0.056012,0.006984,998,0.0558,0.05472,1.0,0.0,0.0,,,-0.01,0.02895,-5e-05,0.00356,0.00121,0.0
925,947200,5.81924,375.0,0.0,0.0,1.23474,0.039291,0.057785,0.002834,957,0.05344,0.05329,1.0,0.0,0.0,,,-0.01,0.03411,-6e-05,0.00398,0.00118,0.0
926,948224,9.55809,375.0,0.0,0.0,1.16223,-0.165403,0.039904,0.00442,925,0.05248,0.0532,1.0,0.0,0.0,,,-0.01,0.03612,-0.0,0.00404,0.00079,0.0
927,949248,11.08128,375.0,0.0,0.0,1.180993,0.007709,0.072594,0.003347,940,0.05971,0.06198,1.0,0.0,0.0,,,-0.01,0.03365,-0.00015,0.00341,4e-05,0.0
928,950272,10.35152,375.0,0.0,0.0,1.210191,-0.00193,0.050329,0.005652,920,0.07404,0.07432,1.0,0.0,0.0,,,-0.01,0.03123,-0.00037,0.00398,0.00155,0.0
929,951296,11.32165,375.0,0.0,0.0,1.232382,-0.000425,0.137838,0.001921,935,0.07709,0.07912,1.0,0.0,0.0,,,-0.01,0.02913,-0.00059,0.00393,-0.00047,0.0
930,952320,6.98935,375.0,0.0,0.0,1.26773,-0.001187,0.155615,0.000949,946,0.0747,0.0753,1.0,0.0,0.0,,,-0.01,0.02925,-0.00045,0.00376,0.00021,0.0
931,953344,11.80572,375.0,0.0,0.0,1.23597,-0.001404,0.048506,0.002547,956,0.07993,0.07828,1.0,0.0,0.0,,,-0.01,0.03602,-0.0005,0.00405,0.00155,0.0
932,954368,8.85764,375.0,0.0,0.0,1.184903,-0.001933,0.074459,0.004385,939,0.07179,0.07281,1.0,0.0,0.0,,,-0.01,0.03664,-0.0002,0.00375,0.00051,0.0
933,955392,10.62763,375.0,0.0,0.0,1.243386,-0.0015,0.162801,0.004567,922,0.08944,0.09247,1.0,0.25,0.0,,,-0.01,0.03374,-0.00068,0.00371,0.00082,0.0
934,956416,8.69456,375.0,0.0,0.0,1.217196,-0.003274,0.039613,0.005727,945,0.08782,0.0884,1.0,0.0,0.0,,,-0.01,0.03765,-0.00064,0.00412,0.00077,0.0
935,957440,10.69495,375.0,0.0,0.0,1.187433,-0.262363,0.170407,0.003042,919,0.07234,0.07519,1.0,0.33333,0.0,,,-0.01,0.03747,-0.00039,0.00394,0.0009,0.0
936,958464,12.24315,375.0,0.0,0.0,1.158544,0.002418,0.164045,0.002916,906,0.07032,0.07284,1.0,0.0,0.0,,,-0.01,0.03146,-0.00025,0.00223,0.00032,0.0
937,959488,10.5238,375.0,0.0,0.0,1.17693,-0.001292,0.165931,0.001424,942,0.07652,0.07666,1.0,0.0,0.0,,,-0.01,0.02706,-0.00047,0.00373,0.00033,0.0
938,960512,8.32568,375.0,0.0,0.0,1.188333,-0.0012,0.20076,0.001351,962,0.08923,0.08393,1.0,0.0,0.0,,,-0.01,0.02761,-0.0005,0.00329,-0.00052,0.0
939,961536,7.2457,375.0,0.0,0.0,1.250832,-0.001671,0.075864,0.005462,977,0.1036,0.09655,1.0,0.25,0.0,,,-0.01,0.02951,-0.00064,0.0028,0.00139,0.0
940,962560,4.99992,375.0,0.0,0.0,1.20826,-0.031424,0.137846,0.006235,973,0.07621,0.07729,1.0,0.0,0.0,,,-0.01,0.03728,-0.00031,0.004,-0.00085,0.0
941,963584,9.41567,375.0,0.0,0.0,1.300673,0.134814,0.059336,0.008,1031,0.07787,0.07529,1.0,0.0,0.0,,,-0.01,0.03598,-0.00039,0.00367,0.0008,0.0
942,964608,11.10005,375.0,0.0,0.0,1.282834,-0.000752,0.131797,0.001644,959,0.07987,0.08094,1.0,0.0,0.0,,,-0.01,0.03014,-0.00046,0.00357,0.00085,0.0
943,965632,7.95913,375.0,0.0,0.0,1.142292,-0.006756,0.038555,0.006552,938,0.0789,0.0805,1.0,0.0,0.0,,,-0.01,0.03264,-0.00065,0.00405,0.00077,0.0
944,966656,6.77819,375.0,0.0,0.0,1.191913,-0.002349,0.121573,0.003059,947,0.06606,0.06812,1.0,0.0,0.0,,,-0.01,0.03371,-0.00034,0.00358,0.00033,0.0
945,967680,11.08134,375.0,0.0,0.0,1.237443,-0.002448,0.092009,0.004309,923,0.0806,0.08118,1.0,0.0,0.0,,,-0.01,0.03069,-0.0004,0.00361,0.00134,0.0
946,968704,10.05501,375.0,0.0,0.0,1.236363,-0.001433,0.064023,0.001855,925,0.07159,0.07232,1.0,0.0,0.0,,,-0.01,0.03038,-0.00016,0.00396,0.00015,0.0
947,969728,9.2994,375.0,0.0,0.0,1.206253,-0.002285,0.06826,0.004163,922,0.05955,0.06271,1.0,0.0,0.0,,,-0.01,0.0293,1e-05,0.00393,0.00076,0.0
948,970752,6.59436,375.0,0.0,0.0,1.293831,-0.077463,0.178626,0.000788,925,0.07051,0.07227,1.0,0.0,0.0,,,-0.01,0.02932,-0.00011,0.0038,0.00018,0.0
949,971776,10.54355,375.0,0.0,0.0,1.198543,-0.01286,0.132607,0.003304,948,0.0657,0.06663,1.0,0.5,0.0,,,-0.01,0.03408,-0.00026,0.00374,-0.00121,0.0
950,972800,7.63871,375.0,0.0,0.0,1.255495,0.119109,0.309418,0.005995,978,0.06055,0.06378,1.0,1.0,0.0,,,-0.01,0.03281,-9e-05,0.00302,-0.00136,0.0
951,973824,10.02916,375.0,0.0,0.0,1.288453,-0.032532,0.202178,0.002173,969,0.06982,0.07028,1.0,0.5,0.0,,,-0.01,0.02765,-0.00016,0.00321,0.00036,0.0
952,974848,8.15359,375.0,0.0,0.0,1.234979,-0.001935,0.112129,0.002521,996,0.05945,0.05822,1.0,0.0,0.0,,,-0.01,0.02909,-0.00016,0.00271,0.0004,0.0
953,975872,4.95224,375.0,0.0,0.0,1.215383,-0.002081,0.122116,0.005202,951,0.06193,0.06461,1.0,0.0,0.0,,,-0.01,0.03286,-0.00011,0.00159,0.00028,0.0
954,976896,9.24916,375.0,0.0,0.0,1.220209,-0.000953,0.222543,0.001238,950,0.06361,0.06673,1.0,0.0,0.0,,,-0.01,0.03337,-7e-05,0.00156,3e-05,0.0
955,977920,5.24263,375.0,0.0,0.0,1.168296,-0.00352,0.047743,0.004697,975,0.05373,0.05525,1.0,0.5,0.0,,,-0.01,0.03506,-0.00011,0.00291,0.0008,0.0
956,978944,10.5043,375.0,0.0,0.0,1.162145,-0.00317,0.063329,0.001446,960,0.05459,0.05668,1.0,0.0,0.0,,,-0.01,0.03635,-0.0001,0.00235,0.00048,0.0
957,979968,10.30994,375.0,0.0,0.0,1.175756,0.122312,0.183858,0.00563,919,0.05203,0.05362,1.0,0.25,0.0,,,-0.01,0.03319,4e-05,0.00265,0.00102,0.0
958,980992,12.59108,375.0,0.0,0.0,1.075308,-0.00128,0.27922,0.003216,973,0.04271,0.04407,1.0,0.0,0.0,,,-0.01,0.0381,5e-05,0.00393,-0.00134,0.0
959,982016,9.80842,375.0,0.0,0.0,1.089618,-0.002049,0.289888,0.00317,1046,0.04485,0.04878,1.0,0.25,0.0,,,-0.01,0.03308,9e-05,0.00337,-0.00029,0.0
960,983040,6.07767,375.0,0.0,0.0,1.149501,-0.001551,0.124488,0.001671,1017,0.05534,0.05059,1.0,0.0,0.0,,,-0.01,0.0316,-2e-05,0.00336,0.00089,0.0
961,984064,8.49109,375.0,0.0,0.0,1.057479,-0.002441,0.092867,0.004238,964,0.04388,0.04388,1.0,0.0,0.0,,,-0.01,0.03628,8e-05,0.00383,0.00074,0.0
962,985088,11.24419,375.0,0.0,0.0,1.138554,-0.003477,0.063373,0.00429,936,0.05493,0.05826,1.0,0.0,0.0,,,-0.01,0.03425,-2e-05,0.0039,0.0008,0.0
963,986112,8.32984,375.0,0.0,0.0,1.156557,-0.002161,0.118193,0.001775,926,0.0545,0.05464,1.0,0.0,0.0,,,-0.01,0.03237,-3e-05,0.0039,0.00064,0.0
964,987136,11.8606,375.0,0.0,0.0,1.142849,0.025978,0.042607,0.003302,948,0.04075,0.04279,1.0,0.0,0.0,,,-0.01,0.03468,0.00011,0.0039,0.00092,0.0
965,988160,10.21628,375.0,0.0,0.0,1.201905,-0.001008,0.130967,0.003515,926,0.05225,0.05503,1.0,0.0,0.0,,,-0.01,0.03478,1e-05,0.00349,-7e-05,0.0
966,989184,7.20215,375.0,0.0,0.0,1.1776,0.043643,0.166578,0.004126,943,0.0571,0.05934,1.0,0.5,0.0,,,-0.01,0.03455,-0.00011,0.00406,-0.0001,0.0
967,990208,11.78971,375.0,0.0,0.0,1.138427,-0.001332,0.03926,0.001686,961,0.04473,0.0468,1.0,0.5,0.0,,,-0.01,0.03785,-3e-05,0.00425,0.00083,0.0
968,991232,10.89314,375.0,0.0,0.0,1.127482,0.02254,0.049831,0.001981,914,0.05788,0.06078,1.0,0.0,0.0,,,-0.01,0.03641,-4e-05,0.00364,0.00078,0.0
969,992256,10.59955,375.0,0.0,0.0,1.222253,-0.015166,0.05118,0.004637,957,0.05711,0.05955,1.0,0.0,0.0,,,-0.01,0.03597,-8e-05,0.00366,0.00115,0.0
970,993280,12.43949,375.0,0.0,0.0,1.166182,-0.002825,0.08483,0.003868,915,0.05806,0.05892,1.0,0.0,0.0,,,-0.01,0.03607,-0.00014,0.00357,0.0001,0.0
971,994304,10.84388,375.0,0.0,0.0,1.193689,-0.002218,0.202762,0.004058,917,0.0561,0.0593,1.0,0.0,0.0,,,-0.01,0.03347,-9e-05,0.00336,0.00098,0.0
972,995328,11.62015,375.0,0.0,0.0,1.251577,-0.007367,0.161827,0.003628,966,0.05552,0.05342,1.0,0.0,0.0,,,-0.01,0.03421,3e-05,0.00356,-0.00047,0.0
973,996352,8.51263,375.0,0.0,0.0,1.129536,-0.022096,0.085666,0.00251,973,0.04878,0.05047,1.0,0.33333,0.0,,,-0.01,0.03639,-5e-05,0.00365,0.00031,0.0
974,997376,10.37878,375.0,0.0,0.0,1.085228,0.137742,0.125345,0.001872,951,0.05524,0.05703,1.0,0.0,0.0,,,-0.01,0.03505,-8e-05,0.00355,0.00122,0.0
975,998400,7.23881,375.0,0.0,0.0,1.095184,-0.010281,0.022898,0.001589,932,0.0507,0.05142,1.0,0.0,0.0,,,-0.01,0.03841,-7e-05,0.00411,0.00079,0.0
976,999424,12.42322,375.0,0.0,0.0,1.077727,-0.001766,0.094615,0.002805,949,0.05063,0.05363,1.0,0.0,0.0,,,-0.01,0.03633,-5e-05,0.00403,0.00037,0.0
977,1000448,11.38746,375.0,0.0,0.0,1.126341,-5.2e-05,0.29317,0.002381,952,0.04242,0.04696,1.0,0.0,0.0,,,-0.01,0.03266,-1e-05,0.00335,-0.0008,0.0
978,1001472,11.84924,375.0,0.0,0.0,1.135507,-0.009021,0.083456,0.003478,1022,0.03844,0.04034,1.0,0.5,0.0,,,-0.01,0.03037,-1e-05,0.00426,0.00012,0.0
979,1002496,4.88137,375.0,0.0,0.0,1.137306,-0.000972,0.063094,0.000787,998,0.05019,0.05175,1.0,0.0,0.0,,,-0.01,0.02911,0.00012,0.00398,0.00084,0.0
980,1003520,8.73447,375.0,0.0,0.0,1.203516,-0.045449,0.095598,0.005329,963,0.06166,0.06343,1.0,0.0,0.0,,,-0.01,0.02989,-9e-05,0.00376,0.00083,0.0
981,1004544,7.41277,375.0,0.0,0.0,1.174999,0.030496,0.225085,0.002983,993,0.05655,0.05884,1.0,0.0,0.0,,,-0.01,0.0333,-0.00022,0.00324,-0.00094,0.0
982,1005568,11.98304,375.0,0.0,0.0,1.144284,-0.001107,0.127641,0.001454,1020,0.0656,0.06607,1.0,0.0,0.0,,,-0.01,0.03504,-0.00039,0.00389,0.00032,0.0
983,1006592,7.58594,375.0,0.0,0.0,1.12365,0.052838,0.068119,0.003382,982,0.07715,0.07852,1.0,0.0,0.0,,,-0.01,0.03494,-0.00042,0.00374,0.00167,0.0
984,1007616,11.7964,375.0,0.0,0.0,1.128151,-0.001449,0.062006,0.001135,924,0.06474,0.06559,1.0,0.0,0.0,,,-0.01,0.03433,-0.00028,0.0041,0.00075,0.0
985,1008640,9.81032,375.0,0.0,0.0,1.186687,-0.024141,0.044493,0.003684,904,0.07464,0.07758,1.0,0.0,0.0,,,-0.01,0.03489,-0.0003,0.00376,0.00074,0.0
986,1009664,10.75167,375.0,0.0,0.0,1.177907,-0.003522,0.080152,0.00468,908,0.06306,0.06487,1.0,0.0,0.0,,,-0.01,0.03125,-0.00016,0.00356,0.00153,0.0
987,1010688,8.48353,375.0,0.0,0.0,1.107333,-0.003753,0.042785,0.005762,908,0.05999,0.06124,1.0,0.0,0.0,,,-0.01,0.03741,-0.00018,0.00352,0.00075,0.0
988,1011712,12.17367,375.0,0.0,0.0,1.082191,-0.002135,0.063975,0.001727,908,0.05064,0.05232,1.0,0.0,0.0,,,-0.01,0.03635,-0.0001,0.00163,0.0011,0.0
989,1012736,11.37249,375.0,0.0,0.0,1.124677,-0.000551,0.21359,0.003819,929,0.04425,0.04795,1.0,0.0,0.0,,,-0.01,0.03305,-1e-05,0.00159,0.00024,0.0
990,1013760,7.05349,375.0,0.0,0.0,1.059307,-0.002775,0.055336,0.004733,955,0.04982,0.04968,1.0,0.0,0.0,,,-0.01,0.03636,-5e-05,0.00243,0.00044,0.0
991,1014784,12.50397,375.0,0.0,0.0,1.12464,-0.025455,0.200346,0.007578,967,0.052,0.05186,1.0,0.0,0.0,,,-0.01,0.03295,7e-05,0.00391,-0.00038,0.0
992,1015808,9.65912,375.0,0.0,0.0,1.150212,-0.055792,0.205309,0.001838,999,0.05609,0.05064,1.0,0.0,0.0,,,-0.01,0.02974,5e-05,0.00273,5e-05,0.0
993,1016832,8.25463,375.0,0.0,0.0,1.038631,-0.00254,0.104712,0.003331,1037,0.0488,0.04507,1.0,0.0,0.0,,,-0.01,0.03717,-1e-05,0.00343,0.00092,0.0
994,1017856,6.69774,375.0,0.0,0.0,1.077255,0.051752,0.07379,0.003973,1000,0.04501,0.04016,1.0,0.5,0.0,,,-0.01,0.03868,0.0001,0.00327,0.00011,0.0
995,1018880,10.58524,375.0,0.0,0.0,1.193109,-0.001467,0.132022,0.002395,905,0.05712,0.05556,1.0,0.25,0.0,,,-0.01,0.03177,-0.00016,0.00155,0.00116,0.0
996,1019904,10.5094,375.0,0.0,0.0,1.188528,-0.001195,0.088836,0.003377,935,0.0519,0.05233,1.0,0.5,0.0,,,-0.01,0.03025,2e-05,0.00151,-9e-05,0.0
997,1020928,8.30582,375.0,0.0,0.0,1.189302,-0.002018,0.108595,0.001764,908,0.05806,0.05664,1.0,0.0,0.0,,,-0.01,0.03043,-9e-05,0.00319,0.00088,0.0
998,1021952,7.80879,375.0,0.0,0.0,1.178615,-0.002167,0.081207,0.003525,919,0.05469,0.05497,1.0,0.0,0.0,,,-0.01,0.03313,1e-05,0.00353,0.00151,0.0
999,1022976,9.69243,375.0,0.0,0.0,1.141802,0.034051,0.138856,0.006293,959,0.04382,0.04601,1.0,0.0,0.0,,,-0.01,0.0375,0.0001,0.00349,-0.0006,0.0
1000,1024000,11.99617,375.0,0.0,0.0,1.104083,-0.002576,0.053337,0.002622,961,0.04201,0.04422,1.0,0.0,0.0,,,-0.01,0.03734,0.00011,0.00372,0.00121,0.0
1001,1025024,10.03893,375.0,0.0,0.0,1.140676,-0.001546,0.197861,0.003431,972,0.04268,0.04403,1.0,0.0,0.0,,,-0.01,0.03388,0.00017,0.00399,0.00037,0.0
1002,1026048,9.7899,375.0,0.0,0.0,1.097257,-0.001636,0.054678,0.002235,963,0.04531,0.04501,1.0,0.0,0.0,,,-0.01,0.03785,6e-05,0.00388,0.00042,0.0
1003,1027072,11.34307,375.0,0.0,0.0,1.110595,-0.001368,0.080466,0.001282,952,0.05106,0.05341,1.0,0.0,0.0,,,-0.01,0.03711,1e-05,0.00399,0.00119,0.0
1004,1028096,10.15483,375.0,0.0,0.0,1.093322,0.011762,0.041666,0.002358,930,0.05072,0.0503,1.0,0.0,0.0,,,-0.01,0.03532,-1e-05,0.00381,0.0015,0.0
1005,1029120,12.68311,375.0,0.0,0.0,1.078964,-0.001758,0.076837,0.002835,926,0.04437,0.04689,1.0,0.0,0.0,,,-0.01,0.03792,-3e-05,0.00389,0.00025,0.0
1006,1030144,11.83232,375.0,0.0,0.0,1.093473,-0.001742,0.052808,0.002109,903,0.04252,0.04588,1.0,0.25,0.0,,,-0.01,0.0377,7e-05,0.00352,0.00077,0.0
1007,1031168,11.2664,375.0,0.0,0.0,1.152346,-0.000877,0.072818,0.002556,892,0.04618,0.04799,1.0,0.0,0.0,,,-0.01,0.03427,-0.00014,0.00196,0.00173,0.0
1008,1032192,12.36624,375.0,0.0,0.0,1.143363,-0.001626,0.234985,0.002031,923,0.04826,0.0514,1.0,0.0,0.0,,,-0.01,0.03407,-0.00019,0.00153,-0.00085,0.0
1009,1033216,20.64755,365.75,0.25,0.01,1.178587,0.000473,11.21196,0.002259,938,0.05458,0.05783,0.99,0.25,0.0,,,-0.01,0.03055,-0.00016,0.00215,0.00052,0.05499
1010,1034240,10.86143,375.0,0.0,0.01,1.193367,0.055116,0.133549,0.00339,930,0.06449,0.06698,0.99,0.5,0.0,,,-0.01,0.02677,-0.00054,0.00417,0.00122,0.0
1011,1035264,6.71488,375.0,0.0,0.01,1.136808,-0.001193,0.127295,0.003938,936,0.05782,0.05912,0.99,0.0,0.0,,,-0.01,0.02604,-0.00031,0.00388,0.00039,0.0
1012,1036288,6.46309,375.0,0.0,0.01,1.159746,-0.002458,0.114305,0.003169,918,0.06328,0.06616,0.99,0.2,0.0,,,-0.01,0.02929,-0.00032,0.00364,0.00076,0.0
1013,1037312,12.63096,375.0,0.0,0.01,1.168617,-0.003494,0.044995,0.00371,908,0.06585,0.06501,0.99,0.0,0.0,,,-0.01,0.03407,-0.0003,0.00379,0.00107,0.0
1014,1038336,11.94842,375.0,0.0,0.01,1.161208,-0.002739,0.070405,0.003679,895,0.06027,0.0632,0.99,0.0,0.0,,,-0.01,0.03245,-0.00033,0.0034,0.00074,0.0
1015,1039360,7.84126,375.0,0.0,0.01,1.185743,-0.001732,0.13206,0.003437,911,0.06469,0.06753,0.99,0.0,0.0,,,-0.01,0.0302,-0.00028,0.00345,0.00113,0.0
1016,1040384,10.90285,375.0,0.0,0.01,1.158417,-0.000489,0.184813,0.001188,918,0.05402,0.0549,0.99,0.0,0.0,,,-0.01,0.02941,-0.00023,0.00409,-0.00047,0.0
1017,1041408,8.47856,375.0,0.0,0.01,1.183964,-0.078449,0.089034,0.004415,963,0.05327,0.05581,0.99,0.25,0.0,,,-0.01,0.02558,-0.00012,0.00404,0.00099,0.0
1018,1042432,6.50375,375.0,0.0,0.01,1.237891,0.074835,0.109093,0.002292,921,0.05593,0.05376,0.99,0.33333,0.0,,,-0.01,0.02709,-7e-05,0.00348,0.0002,0.0
1019,1043456,9.01989,375.0,0.0,0.01,1.169162,-0.002036,0.061263,0.002526,897,0.04624,0.04751,0.99,0.5,0.0,,,-0.01,0.03336,4e-05,0.0041,0.0009,0.0
1020,1044480,8.07905,375.0,0.0,0.01,1.157125,-0.002879,0.061475,0.005215,888,0.0445,0.04729,0.99,0.0,0.0,,,-0.01,0.03419,4e-05,0.00345,0.00073,0.0
1021,1045504,11.91282,375.0,0.0,0.01,1.139492,-0.00157,0.176601,0.003284,911,0.03783,0.03937,0.99,0.0,0.0,,,-0.01,0.03502,0.00015,0.0034,0.00039,0.0
1022,1046528,11.71767,375.0,0.0,0.01,1.14362,-0.003204,0.069327,0.004925,951,0.04659,0.04919,0.99,0.0,0.0,,,-0.01,0.03475,-4e-05,0.00402,0.00109,0.0
1023,1047552,11.7464,375.0,0.0,0.01,1.126786,-0.000982,0.061456,0.002688,929,0.04933,0.05179,0.99,0.0,0.0,,,-0.01,0.03746,-0.00011,0.00338,0.00081,0.0
1024,1048576,10.15209,375.0,0.0,0.01,1.162241,-0.04781,0.100029,0.005353,940,0.05034,0.05166,0.99,0.0,0.0,,,-0.01,0.03803,1e-05,0.00337,0.00079,0.0
1025,1049600,12.14531,375.0,0.0,0.01,1.094188,-0.00203,0.033593,0.00236,923,0.05787,0.05961,0.99,0.0,0.0,,,-0.01,0.04132,-0.00027,0.00418,0.00072,0.0
1026,1050624,11.77324,375.0,0.0,0.01,1.097737,-0.0017,0.095375,0.001734,928,0.05335,0.05506,0.99,0.0,0.0,,,-0.01,0.03959,1e-05,0.00398,0.00074,0.0
1027,1051648,12.55573,375.0,0.0,0.01,1.14227,-0.003103,0.134437,0.00229,947,0.04786,0.04887,0.99,0.0,0.0,,,-0.01,0.03534,-1e-05,0.00254,0.00037,0.0
1028,1052672,12.66551,375.0,0.0,0.01,1.127567,-0.001156,0.066202,0.003871,960,0.04688,0.04688,0.99,0.0,0.0,,,-0.01,0.0363,-6e-05,0.00208,0.00041,0.0
1029,1053696,11.22944,375.0,0.0,0.01,1.135894,-0.002829,0.063818,0.004837,957,0.0477,0.04785,0.99,0.0,0.0,,,-0.01,0.03397,-2e-05,0.00176,0.00162,0.0
1030,1054720,8.0861,375.0,0.0,0.01,1.190504,0.043405,0.135628,0.003959,906,0.05526,0.0567,0.99,0.0,0.0,,,-0.01,0.03401,-2e-05,0.00211,0.00039,0.0
1031,1055744,10.49794,375.0,0.0,0.01,1.196282,-0.010663,0.056028,0.002657,926,0.05382,0.05469,0.99,0.0,0.0,,,-0.01,0.03342,-6e-05,0.004,3e-05,0.0
1032,1056768,12.45167,375.0,0.0,0.01,1.086668,0.015875,0.086214,0.007826,922,0.05158,0.05259,0.99,0.0,0.0,,,-0.01,0.03289,-7e-05,0.00389,0.00106,0.0
1033,1057792,8.14229,375.0,0.0,0.01,1.170858,0.018325,0.062447,0.004373,919,0.0525,0.05522,0.99,0.0,0.0,,,-0.01,0.03541,-7e-05,0.00305,0.00114,0.0
1034,1058816,12.53354,375.0,0.0,0.01,1.159313,-0.001396,0.0608,0.001378,905,0.0706,0.06889,0.99,0.0,0.0,,,-0.01,0.03654,-0.00013,0.00165,0.00038,0.0
1035,1059840,9.82029,375.0,0.0,0.01,1.186456,0.030907,0.15086,0.005321,911,0.07405,0.07262,0.99,0.0,0.0,,,-0.01,0.03285,-0.00032,0.00176,0.00071,0.0
1036,1060864,10.0537,375.0,0.0,0.01,1.147666,-0.004332,0.385194,0.004587,940,0.06323,0.06662,0.99,0.0,0.0,,,-0.01,0.03269,-0.00017,0.00245,-0.00129,0.0
1037,1061888,7.53043,375.0,0.0,0.01,1.060204,-0.000661,0.134291,0.004073,1043,0.05273,0.04964,0.99,0.0,0.0,,,-0.01,0.03718,-7e-05,0.00363,0.00042,0.0
1038,1062912,10.3781,375.0,0.0,0.01,1.096794,-0.022848,0.132945,0.001723,1029,0.06173,0.057,0.99,0.5,0.0,,,-0.01,0.03624,-0.00014,0.00363,-0.0001,0.0
1039,1063936,8.81496,375.0,0.0,0.01,1.129351,-0.002265,0.193989,0.002862,977,0.08188,0.07256,0.99,0.0,0.0,,,-0.01,0.03608,-0.00016,0.00258,-3e-05,0.0
1040,1064960,9.29763,375.0,0.0,0.01,1.092356,-0.126978,0.056724,0.003228,991,0.07107,0.06891,0.99,0.5,0.0,,,-0.01,0.03993,-0.00025,0.00391,0.00082,0.0
1041,1065984,11.72036,375.0,0.0,0.01,1.127543,-0.001831,0.042016,0.003624,937,0.07265,0.0725,0.99,0.0,0.0,,,-0.01,0.04082,-0.00029,0.00384,0.00118,0.0
1042,1067008,11.81789,375.0,0.0,0.01,1.157072,-0.001438,0.045301,0.003374,912,0.08441,0.08469,0.99,0.0,0.0,,,-0.01,0.03805,-0.00035,0.0037,0.00154,0.0
1043,1068032,12.45303,375.0,0.0,0.01,1.140639,0.012444,0.053698,0.001654,901,0.06949,0.07033,0.99,0.0,0.0,,,-0.01,0.04027,-0.00028,0.004,1e-05,0.0
1044,1069056,12.67247,375.0,0.0,0.01,1.157122,-0.088942,0.183159,0.000925,918,0.08451,0.08829,0.99,0.0,0.0,,,-0.01,0.03902,-0.00042,0.00381,0.00031,0.0
1045,1070080,12.67858,375.0,0.0,0.0,1.222924,-0.001574,0.103469,0.002993,951,0.08747,0.08882,1.0,0.0,0.0,,,-0.01,0.03742,-0.00035,0.00355,0.00084,0.0
1046,1071104,11.63345,375.0,0.0,0.0,1.230429,-0.405685,0.259256,0.001936,970,0.08713,0.08879,1.0,0.0,0.0,,,-0.01,0.03582,-0.00056,0.00326,0.0008,0.0
1047,1072128,10.68716,375.0,0.0,0.0,1.158137,-0.011621,0.231522,0.002514,964,0.09113,0.09038,1.0,0.0,0.0,,,-0.01,0.03367,-0.0004,0.00351,-0.00098,0.0
1048,1073152,8.52249,375.0,0.0,0.0,1.120096,0.04577,0.093049,0.002275,978,0.08511,0.08511,1.0,0.0,0.0,,,-0.01,0.0347,-0.00047,0.00405,0.00122,0.0
1049,1074176,10.76083,375.0,0.0,0.0,1.143521,-0.001451,0.069958,0.00108,992,0.07705,0.07767,1.0,0.0,0.0,,,-0.01,0.03482,-0.0003,0.00382,0.0008,0.0
1050,1075200,8.50823,375.0,0.0,0.0,1.161632,0.006442,0.054844,0.003373,912,0.09287,0.09544,1.0,0.0,0.0,,,-0.01,0.03758,-0.00045,0.00382,0.00081,0.0
1051,1076224,10.81075,375.0,0.0,0.0,1.198833,0.041181,0.149117,0.00253,925,0.07181,0.07324,1.0,0.0,0.0,,,-0.01,0.0357,-0.00022,0.00386,0.00015,0.0
1052,1077248,11.93466,375.0,0.0,0.0,1.223098,-0.069979,0.084283,0.002148,928,0.06659,0.06833,1.0,0.5,0.0,,,-0.01,0.03118,-0.00012,0.00417,0.00022,0.0
1053,1078272,10.92212,375.0,0.0,0.0,1.20183,-0.002267,0.092989,0.001839,912,0.0729,0.07621,1.0,0.2,0.0,,,-0.01,0.02745,-0.00033,0.00397,0.00117,0.0
1054,1079296,0.58966,375.0,0.0,0.0,1.179912,-0.001368,0.128991,0.001542,930,0.07591,0.07792,1.0,0.0,0.0,,,-0.01,0.03231,-0.00037,0.00421,0.00029,0.0
1055,1080320,9.5676,375.0,0.0,0.0,1.19592,-0.001619,0.052316,0.001569,938,0.0787,0.08087,1.0,0.0,0.0,,,-0.01,0.03468,-0.00046,0.00378,0.00078,0.0
1056,1081344,10.17105,375.0,0.0,0.0,1.19509,-0.077997,0.062596,0.00448,920,0.07847,0.08178,1.0,0.0,0.0,,,-0.01,0.03517,-0.00059,0.00391,0.00155,0.0
